latitude,longitude,weather_id,weather_main,weather_description,weather_icon,temperature,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_direction,rain_1,rain_3,snow_1,snow_3,clouds,sunrise,sunset,w_date,w_time
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.55,276.38,278.33,279.03,1032,70,10000,2.68,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,13:49:07
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.55,276.38,278.33,279.03,1032,70,10000,2.68,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,13:58:35
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.55,276.38,278.33,279.03,1032,70,10000,2.68,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,13:58:35
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.75,276.62,278.47,279.24,1031,70,10000,2.68,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:03:32
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.75,276.62,278.47,279.24,1031,69,10000,2.68,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:15:40
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.75,276.62,278.47,279.24,1031,69,10000,2.68,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:20:04
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.75,276.62,278.47,279.24,1031,69,10000,2.68,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:15:40
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.75,276.7,278.47,279.24,1030,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:27:04
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.75,276.7,278.47,279.24,1030,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:27:04
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.75,276.7,278.47,279.24,1030,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:37:20
53.3467,-6.2599,803,Clouds,"broken clouds",04d,278.75,276.7,278.47,279.24,1030,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:38:04
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.75,276.7,278.47,279.24,1030,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:46:40
53.3467,-6.2599,803,Clouds,"broken clouds",04d,278.75,276.7,278.47,279.24,1030,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,14:53:05
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.03,1030,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:00:54
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.03,1030,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:00:54
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.03,1030,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:00:54
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.03,1031,69,10000,2.57,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:06:44
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.2,1031,69,10000,2.57,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:20:05
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.2,1031,69,10000,2.57,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:20:05
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.2,1031,69,10000,2.57,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:26:31
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.77,276.73,278.47,279.03,1031,69,10000,2.57,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:30:41
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.2,1031,69,10000,2.57,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:26:31
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.2,1031,69,10000,2.57,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:36:50
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.78,276.74,278.47,279.2,1031,69,10000,2.57,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:43:01
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.77,276.34,278.47,279.03,1031,69,10000,3.09,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:53:32
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.77,276.34,278.47,279.03,1031,69,10000,3.09,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,15:54:26
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.64,276.18,278.33,279.03,1031,69,10000,3.09,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:03:32
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.64,276.18,278.33,279.03,1031,69,10000,3.09,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:03:32
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.64,276.18,278.33,279.2,1031,69,10000,3.09,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:15:56
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.62,275.52,278.33,279.24,1030,68,10000,4.12,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:20:56
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.62,275.52,278.33,279.24,1030,68,10000,4.12,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:22:53
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.62,275.52,278.33,279.24,1030,68,10000,4.12,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:27:53
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.62,275.52,278.33,279.24,1030,68,10000,4.12,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:27:53
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.62,275.52,278.33,279.24,1030,68,10000,4.12,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:27:53
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.33,275.47,277.36,279.24,1030,69,10000,3.6,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:45:04
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.33,275.47,277.36,279.24,1030,69,10000,3.6,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:45:04
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.27,275.4,277.36,279.24,1030,69,10000,3.6,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:55:58
53.3467,-6.2599,803,Clouds,"broken clouds",04d,278.28,275.41,277.36,279.24,1030,69,10000,3.6,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:53:05
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.27,275.4,277.36,279.24,1030,69,10000,3.6,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,16:55:58
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.12,275.21,277.36,278.69,1030,70,10000,3.6,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:08:43
53.3498,-6.2603,803,Clouds,"broken clouds",04d,278.12,275.21,277.36,278.69,1030,70,10000,3.6,320,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:13:32
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,274.69,277.36,278.69,1030,70,10000,4.12,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:19:22
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,274.69,277.36,278.69,1030,70,10000,4.12,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:24:27
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,274.69,277.36,278.69,1030,70,10000,4.12,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:24:27
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,274.69,277.36,278.69,1030,69,10000,4.12,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:35:59
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,274.69,277.36,278.69,1030,70,10000,4.12,310,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:30:10
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,275.75,277.36,278.69,1030,70,10000,2.57,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:45:59
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,275.75,277.36,278.69,1030,70,10000,2.57,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:48:51
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,275.75,277.36,278.69,1030,70,10000,2.57,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:48:51
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,275.75,277.36,278.69,1030,70,10000,2.57,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:53:26
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.95,275.75,277.36,278.69,1030,70,10000,2.57,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,17:53:26
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.93,275.73,277.36,278.16,1030,69,10000,2.57,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,18:06:26
53.3498,-6.2603,803,Clouds,"broken clouds",04d,277.93,275.73,277.36,278.16,1030,69,10000,2.57,300,0,0,0,0,75,1677913611,1677953230,2023-03-04,18:06:26
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.81,275.18,277.36,278.16,1030,69,10000,3.09,290,0,0,0,0,75,1677913611,1677953230,2023-03-04,18:20:21
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.81,275.18,277.36,278.16,1030,69,10000,3.09,290,0,0,0,0,75,1677913611,1677953230,2023-03-04,18:22:49
53.3479,-6.2591,803,Clouds,"broken clouds",04n,277.82,275.19,277.36,278.16,1030,69,10000,3.09,290,0,0,0,0,75,1677913611,1677953230,2023-03-04,18:29:46
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.81,275.18,277.36,278.16,1030,69,10000,3.09,290,0,0,0,0,75,1677913611,1677953230,2023-03-04,18:34:50
53.3466,-6.2635,803,Clouds,"broken clouds",04n,277.81,275.18,277.36,278.15,1030,69,10000,3.09,290,0,0,0,0,75,1677913612,1677953231,2023-03-04,18:37:23
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.73,275.49,276.52,278.16,1030,69,10000,2.57,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,18:46:01
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.73,275.49,276.52,278.16,1030,69,10000,2.57,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,18:46:01
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.73,275.49,276.52,278.16,1030,69,10000,2.57,330,0,0,0,0,75,1677913611,1677953230,2023-03-04,18:46:01
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.51,275.71,276.25,278.16,1030,71,10000,2.06,290,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:00:32
53.3518,-6.255,803,Clouds,"broken clouds",04n,277.75,275.52,276.54,278.18,1030,70,10000,2.57,330,0,0,0,0,75,1677913610,1677953228,2023-03-04,18:58:00
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.63,275.85,276.25,278.72,1030,71,10000,2.06,290,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:11:02
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.63,275.85,276.25,278.72,1030,71,10000,2.06,290,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:14:40
53.3491,-6.2555,803,Clouds,"broken clouds",04n,277.65,275.87,276.27,278.74,1030,71,10000,2.06,290,0,0,0,0,75,1677913610,1677953229,2023-03-04,19:14:05
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.76,276.6,276.68,278.72,1030,69,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:24:00
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.72,276.55,276.68,278.72,1030,69,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:29:31
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.72,276.55,276.68,278.72,1030,69,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:36:03
53.3505,-6.2605,803,Clouds,"broken clouds",04n,277.71,276.54,276.68,278.71,1030,69,10000,1.54,0,0,0,0,0,75,1677913612,1677953230,2023-03-04,19:33:39
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.72,276.55,276.68,278.72,1030,69,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:41:44
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.47,276.27,276.68,277.91,1030,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:50:53
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.47,276.27,276.68,277.91,1030,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:55:56
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.47,276.27,276.68,277.91,1030,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:59:25
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.47,276.27,276.68,277.91,1030,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,19:59:25
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.54,276.35,277.22,277.91,1030,69,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:09:10
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.54,276.35,277.22,277.91,1030,69,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:09:10
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.47,276.27,276.68,277.91,1029,72,10000,1.54,200,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:17:33
53.3488,-6.257,803,Clouds,"broken clouds",04n,277.4,276.19,276.68,277.8,1029,72,10000,1.54,200,0,0,0,0,75,1677913611,1677953229,2023-03-04,20:22:16
53.3488,-6.257,803,Clouds,"broken clouds",04n,277.4,276.19,276.68,277.8,1029,72,10000,1.54,200,0,0,0,0,75,1677913611,1677953229,2023-03-04,20:22:16
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.62,276.72,277.22,278.16,1029,71,10000,1.34,262,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:32:16
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.62,276.72,277.22,278.16,1029,71,10000,1.34,262,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:32:16
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.62,276.72,277.22,278.16,1029,70,10000,1.34,262,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:43:04
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.62,276.72,277.22,278.16,1029,70,10000,1.34,262,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:43:04
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.6,276.42,276.68,278.16,1029,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:54:07
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.6,276.42,276.68,278.16,1029,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:54:07
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.6,276.42,276.68,278.16,1029,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,20:57:40
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.47,276.27,277.22,277.8,1029,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:09:38
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.47,276.27,277.22,277.8,1029,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:09:38
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.62,276.44,277.22,278.16,1029,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:21:06
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.62,276.44,277.22,278.16,1029,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:23:18
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.62,276.44,277.22,278.16,1029,70,10000,1.54,0,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:23:18
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.55,275.28,276.68,278.16,1029,70,10000,2.57,240,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:36:07
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.55,275.28,276.68,278.16,1029,70,10000,2.57,240,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:35:04
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.55,275.28,276.68,278.16,1029,70,10000,2.57,240,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:36:07
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.3,274.98,276.25,278.16,1029,73,10000,2.57,240,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:46:07
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.3,274.98,276.25,278.16,1029,73,10000,2.57,240,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:46:07
53.3467,-6.2599,803,Clouds,"broken clouds",04n,277.32,275.01,276.25,278.16,1029,73,10000,2.57,240,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:53:06
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.3,274.98,276.25,278.16,1029,73,10000,2.57,240,0,0,0,0,75,1677913611,1677953230,2023-03-04,21:53:32
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.35,275.52,276.25,278.16,1029,73,10000,2.06,250,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:03:52
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.3,274.98,276.25,278.16,1029,73,10000,2.57,230,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:16:08
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.3,274.98,276.25,278.16,1028,73,10000,2.57,230,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:18:22
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.3,274.98,276.25,278.16,1029,73,10000,2.57,230,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:16:08
53.3455,-6.2649,803,Clouds,"broken clouds",04n,277.31,274.99,276.25,278.15,1028,73,10000,2.57,230,0,0,0,0,75,1677913612,1677953231,2023-03-04,22:21:39
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.3,274.98,276.25,278.16,1028,73,10000,2.57,230,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:30:04
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.3,274.98,276.25,278.16,1029,73,10000,2.57,230,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:38:13
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.11,273.98,276.25,277.6,1028,73,10000,3.6,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:46:03
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.11,273.98,276.25,277.6,1028,73,10000,3.6,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:49:45
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.11,273.98,276.25,277.6,1028,73,10000,3.6,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:49:45
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.11,273.98,276.25,277.6,1028,73,10000,3.6,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:58:02
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.11,273.98,276.25,277.6,1028,73,10000,3.6,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,22:56:12
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.27,274.18,276.25,278.16,1028,74,10000,3.6,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:11:09
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.27,274.18,276.25,278.16,1028,74,10000,3.6,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:11:09
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.22,273.8,276.25,278.16,1028,74,10000,4.12,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:19:21
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.22,273.8,276.25,278.16,1028,74,10000,4.12,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:24:27
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.22,273.8,276.25,278.16,1028,74,10000,4.12,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:29:48
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.22,273.8,276.25,278.16,1028,74,10000,4.12,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:30:06
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.11,273.66,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:40:31
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.11,273.66,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:38:55
53.3464,-6.259,803,Clouds,"broken clouds",04n,277.12,273.67,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:51:03
53.3464,-6.259,803,Clouds,"broken clouds",04n,277.12,273.67,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677913611,1677953230,2023-03-04,23:51:03
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277.11,273.66,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-04,23:58:35
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:05:04
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:05:04
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:16:11
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:16:11
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1028,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:16:58
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.49,276.25,277.6,1027,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:31:12
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.49,276.25,277.6,1027,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:36:12
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.49,276.25,277.6,1027,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:36:12
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.49,276.25,277.6,1027,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:36:12
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.49,276.25,277.6,1027,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:47:16
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.49,276.25,277.6,1027,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,00:49:30
53.3536,-6.2593,803,Clouds,"broken clouds",04n,276.95,273.46,276.24,277.58,1027,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039742,2023-03-05,00:57:52
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1026,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:00:29
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1026,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:11:13
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1026,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:11:13
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.81,276.25,277.6,1027,75,10000,3.6,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:18:03
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.81,276.25,277.6,1027,75,10000,3.6,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:24:26
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.92,273.75,276.25,277.6,1027,75,10000,3.6,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:31:13
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.92,273.75,276.25,277.6,1027,75,10000,3.6,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:36:14
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.92,273.75,276.25,277.6,1027,75,10000,3.6,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:38:05
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.49,276.25,277.6,1027,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:46:14
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.97,273.49,276.25,277.6,1027,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:46:14
53.3467,-6.2599,803,Clouds,"broken clouds",04n,276.98,273.5,276.25,277.6,1027,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,01:53:06
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.88,273.38,276.25,277.36,1027,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,02:01:14
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1027,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,02:00:07
53.3498,-6.2603,803,Clouds,"broken clouds",04n,277,273.52,276.25,277.6,1027,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,02:00:07
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.88,273.38,276.25,277.36,1027,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,02:14:48
53.3534,-6.2649,803,Clouds,"broken clouds",04n,276.83,273.32,276.22,277.33,1027,75,10000,4.12,270,0,0,0,0,75,1677999873,1678039744,2023-03-05,02:12:19
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.88,273.38,276.25,277.36,1027,75,10000,4.12,270,0,0,0,0,75,1677999871,1678039743,2023-03-05,02:14:48
53.3498,-6.2603,803,Clouds,"broken clouds",04n,276.81,273.29,276.25,277.25,1026,75,10000,4.12,260,0,0,0,0,75,1677999871,1678039743,2023-03-05,02:27:18
